producer_key,producer,purchase_class,fy,kwh,bdt,audited_column,source_doc
midland east power company ltd,Midland East Power Company Ltd.,ipp,FY2022-23,546691934.0,11529125480.0,Y,BPDB 2022-23.pdf
midland east power company ltd,Midland East Power Company Ltd.,ipp,FY2023-24,175652589.0,5464206819.0,Y,BPDC 2023-24.pdf
midland east power company ltd,Midland East Power Company Ltd.,ipp,FY2024-25,301714167.0,8042474184.0,Y,BPDB 2024-25.pdf
midland power company ltd,Midland Power Company Ltd.,ipp,FY2019-20,267912697.0,875684572.0,,BPDB 2020-21.pdf
midland power company ltd,Midland Power Company Ltd.,ipp,FY2020-21,294124026.0,930353155.0,Y,BPDB 2020-21.pdf
midland power company ltd,Midland Power Company Ltd.,ipp,FY2021-22,370760585.0,1021219011.0,,BPDB 2022-23.pdf
midland power company ltd,Midland Power Company Ltd.,ipp,FY2022-23,333608753.0,1545370273.0,Y,BPDB 2022-23.pdf
midland power company ltd,Midland Power Company Ltd.,ipp,FY2023-24,336871329.0,1974351195.0,Y,BPDC 2023-24.pdf
midland power company ltd,Midland Power Company Ltd.,ipp,FY2024-25,371569595.0,2735851763.0,Y,BPDB 2024-25.pdf
nepal electricity authority (nea),Nepal Electricity Authority (NEA),india,FY2023-24,0.0,0.0,,BPDB 2024-25.pdf
nepal electricity authority (nea),Nepal Electricity Authority (NEA),india,FY2024-25,15829760.0,132245684.0,Y,BPDB 2024-25.pdf
north west power gen (nwpgcl)- 6.55mw solar pv,North West Power Gen (NWPGCL)- 6.55MW Solar PV,public,FY2021-22,9725161.0,136863059.0,,BPDB 2022-23.pdf
north west power gen (nwpgcl)- 6.55mw solar pv,North West Power Gen (NWPGCL)- 6.55MW Solar PV,public,FY2022-23,10078954.0,140348768.0,Y,BPDB 2022-23.pdf
north west power gen (nwpgcl)- 6.55mw solar pv,North West Power Gen (NWPGCL)- 6.55MW Solar PV,public,FY2023-24,9484831.0,140508224.0,Y,BPDC 2023-24.pdf
north west power gen (nwpgcl)- 6.55mw solar pv,North West Power Gen (NWPGCL)- 6.55MW Solar PV,public,FY2024-25,9365656.0,151607847.0,Y,BPDB 2024-25.pdf
north west power gen (nwpgcl)- bheramara,North West Power Gen (NWPGCL)- Bheramara,public,FY2021-22,1966292933.0,6934357044.0,,BPDB 2022-23.pdf
north west power gen (nwpgcl)- bheramara,North West Power Gen (NWPGCL)- Bheramara,public,FY2022-23,1346245287.0,7836412600.0,Y,BPDB 2022-23.pdf
north west power gen (nwpgcl)- bheramara,North West Power Gen (NWPGCL)- Bheramara,public,FY2023-24,746230754.0,7324098710.0,Y,BPDC 2023-24.pdf
north west power gen (nwpgcl)- bheramara,North West Power Gen (NWPGCL)- Bheramara,public,FY2024-25,1743730998.0,10693837717.0,Y,BPDB 2024-25.pdf
north west power gen (nwpgcl)- khulna,North West Power Gen (NWPGCL)- Khulna,public,FY2021-22,437277714.0,11138939273.0,,BPDB 2022-23.pdf
north west power gen (nwpgcl)- khulna,North West Power Gen (NWPGCL)- Khulna,public,FY2022-23,445957222.0,14629459265.0,Y,BPDB 2022-23.pdf
north west power gen (nwpgcl)- khulna,North West Power Gen (NWPGCL)- Khulna,public,FY2023-24,112565389.0,6937820127.0,Y,BPDC 2023-24.pdf
north west power gen (nwpgcl)- madhumati,North West Power Gen (NWPGCL)- Madhumati,public,FY2021-22,98005392.0,2787875557.0,,BPDB 2022-23.pdf
north west power gen (nwpgcl)- madhumati,North West Power Gen (NWPGCL)- Madhumati,public,FY2022-23,259720704.0,6108671422.0,Y,BPDB 2022-23.pdf
north west power gen (nwpgcl)- madhumati,North West Power Gen (NWPGCL)- Madhumati,public,FY2023-24,76055472.0,2893436726.0,Y,BPDC 2023-24.pdf
north west power gen (nwpgcl)- madhumati,North West Power Gen (NWPGCL)- Madhumati,public,FY2024-25,9083088.0,2181867549.0,Y,BPDB 2024-25.pdf
north west power gen (nwpgcl)- sirajgonj,North West Power Gen (NWPGCL)- Sirajgonj,public,FY2021-22,224720935.0,2148277482.0,,BPDB 2022-23.pdf
north west power gen (nwpgcl)- sirajgonj,North West Power Gen (NWPGCL)- Sirajgonj,public,FY2022-23,1167024579.0,5421296044.0,Y,BPDB 2022-23.pdf
north west power gen (nwpgcl)- sirajgonj,North West Power Gen (NWPGCL)- Sirajgonj,public,FY2023-24,614471449.0,4815824866.0,Y,BPDC 2023-24.pdf
north west power gen (nwpgcl)- sirajgonj (unit - 2),North West Power Gen (NWPGCL)- Sirajgonj (Unit - 2),public,FY2021-22,1008745563.0,7522171723.0,,BPDB 2022-23.pdf
north west power gen (nwpgcl)- sirajgonj (unit - 2),North West Power Gen (NWPGCL)- Sirajgonj (Unit - 2),public,FY2022-23,624834999.0,16240673723.0,Y,BPDB 2022-23.pdf
north west power gen (nwpgcl)- sirajgonj (unit - 2),North West Power Gen (NWPGCL)- Sirajgonj (Unit - 2),public,FY2023-24,294747762.0,7575979181.0,Y,BPDC 2023-24.pdf
north west power gen (nwpgcl)- sirajgonj (unit - 2),North West Power Gen (NWPGCL)- Sirajgonj (Unit - 2),public,FY2024-25,705779839.0,6926966551.0,Y,BPDB 2024-25.pdf
north west power gen (nwpgcl)- sirajgonj (unit - 3),North West Power Gen (NWPGCL)- Sirajgonj (Unit - 3),public,FY2021-22,1220422550.0,4748113291.0,,BPDB 2022-23.pdf
north west power gen (nwpgcl)- sirajgonj (unit - 3),North West Power Gen (NWPGCL)- Sirajgonj (Unit - 3),public,FY2022-23,841358086.0,6514710574.0,Y,BPDB 2022-23.pdf
north west power gen (nwpgcl)- sirajgonj (unit - 3),North West Power Gen (NWPGCL)- Sirajgonj (Unit - 3),public,FY2023-24,725681991.0,7154858483.0,Y,BPDC 2023-24.pdf
north west power gen (nwpgcl)- sirajgonj (unit - 3),North West Power Gen (NWPGCL)- Sirajgonj (Unit - 3),public,FY2024-25,575432420.0,7069805237.0,Y,BPDB 2024-25.pdf
north west power gen (nwpgcl)- sirajgonj (unit -1),North West Power Gen (NWPGCL)- Sirajgonj (Unit -1),public,FY2023-24,614471449.0,4815824866.0,,BPDB 2024-25.pdf
north west power gen (nwpgcl)- sirajgonj (unit -1),North West Power Gen (NWPGCL)- Sirajgonj (Unit -1),public,FY2024-25,1304906632.0,7709591825.0,Y,BPDB 2024-25.pdf
northern power,NORTHERN POWER,rental,FY2019-20,69379654.0,1351484542.0,,BPDB 2020-21.pdf
northern power,NORTHERN POWER,rental,FY2020-21,21344414.0,224115126.0,Y,BPDB 2020-21.pdf
northern power,Northern Power,rental,FY2021-22,66336489.0,1696707045.0,,BPDB 2022-23.pdf
northern power,Northern Power,rental,FY2022-23,126846012.0,2773703045.0,Y,BPDB 2022-23.pdf
northern power,Northern Power,rental,FY2023-24,68411781.0,1490434567.0,Y,BPDC 2023-24.pdf
northern power,Northern Power,rental,FY2024-25,0.0,0.0,Y,BPDB 2024-25.pdf
nutan bidyut (bangladesh) ltd (220mw),Nutan Bidyut (Bangladesh) Ltd. (220MW),ipp,FY2021-22,1653494918.0,4973733765.0,,BPDB 2022-23.pdf
nutan bidyut (bangladesh) ltd (220mw),Nutan Bidyut (Bangladesh) Ltd. (220MW),ipp,FY2022-23,1140715216.0,5943225716.0,Y,BPDB 2022-23.pdf
nutan bidyut (bangladesh) ltd (220mw),Nutan Bidyut (Bangladesh) Ltd. (220MW),ipp,FY2023-24,1745975828.0,10040381978.0,Y,BPDC 2023-24.pdf
nutan bidyut (bangladesh) ltd (220mw),Nutan Bidyut (Bangladesh) Ltd. (220MW),ipp,FY2024-25,1774176344.0,11235977433.0,Y,BPDB 2024-25.pdf
nvvn ltd - india 160 mw (tripura),NVVN Ltd. - India 160 MW (Tripura),india,FY2019-20,1005185656.0,7633343637.0,,BPDB 2020-21.pdf
nvvn ltd - india 160 mw (tripura),NVVN Ltd. - India 160 MW (Tripura),india,FY2020-21,1028817960.0,7420242117.0,Y,BPDB 2020-21.pdf
nvvn ltd - india 160 mw (tripura),NVVN Ltd. - India 160 MW (Tripura),india,FY2021-22,941241612.0,7484684395.0,,BPDB 2022-23.pdf
nvvn ltd - india 160 mw (tripura),NVVN Ltd. - India 160 MW (Tripura),india,FY2022-23,1073872152.0,9075956561.0,Y,BPDB 2022-23.pdf
nvvn ltd - india 160 mw (tripura),NVVN Ltd. - India 160 MW (Tripura),india,FY2023-24,972295860.0,8913270638.0,Y,BPDC 2023-24.pdf
nvvn ltd - india 160 mw (tripura),NVVN Ltd. - India 160 MW (Tripura),india,FY2024-25,477672456.0,5084567990.0,Y,BPDB 2024-25.pdf
nvvn ltd - india 250 mw,NVVN Ltd. - India 250 MW,india,FY2019-20,1720991506.0,5519165342.0,,BPDB 2020-21.pdf
nvvn ltd - india 250 mw,NVVN Ltd. - India 250 MW,india,FY2020-21,1753307564.0,5479226567.0,Y,BPDB 2020-21.pdf
nvvn ltd - india 250 mw,NVVN Ltd. - India 250 MW,india,FY2021-22,1793326113.0,5794486872.0,,BPDB 2022-23.pdf
nvvn ltd - india 250 mw,NVVN Ltd. - India 250 MW,india,FY2022-23,1801735428.0,7606355362.0,Y,BPDB 2022-23.pdf
nvvn ltd - india 250 mw,NVVN Ltd. - India 250 MW,india,FY2023-24,1880436106.0,7862336203.0,Y,BPDC 2023-24.pdf
nvvn ltd - india 250 mw,NVVN Ltd. - India 250 MW,india,FY2024-25,1844690391.0,8160446866.0,Y,BPDB 2024-25.pdf
nvvn ltd - india 300 mw,NVVN Ltd. - India 300 MW,india,FY2019-20,1700740025.0,10912458117.0,,BPDB 2020-21.pdf
nvvn ltd - india 300 mw,NVVN Ltd. - India 300 MW,india,FY2020-21,2539050000.0,14200174815.0,Y,BPDB 2020-21.pdf
nvvn ltd - india 300 mw,NVVN Ltd. - India 300 MW,india,FY2021-22,2548677500.0,15199300879.0,,BPDB 2022-23.pdf
nvvn ltd - india 300 mw,NVVN Ltd. - India 300 MW,india,FY2022-23,2515788750.0,17995693025.0,Y,BPDB 2022-23.pdf
nvvn ltd - india 300 mw,NVVN Ltd. - India 300 MW,india,FY2023-24,2278033750.0,18404771473.0,Y,BPDC 2023-24.pdf
nvvn ltd - india 300 mw,NVVN Ltd. - India 300 MW,india,FY2024-25,2520987500.0,21333221378.0,Y,BPDB 2024-25.pdf
orion power meghnaghat ltd,Orion Power Meghnaghat Ltd.,rental,FY2021-22,165454808.0,3425588809.0,,BPDB 2022-23.pdf
orion power meghnaghat ltd,Orion Power Meghnaghat Ltd.,rental,FY2022-23,280180160.0,5405863283.0,Y,BPDB 2022-23.pdf
orion power meghnaghat ltd,Orion Power Meghnaghat Ltd.,rental,FY2023-24,115592152.0,2510717107.0,Y,BPDC 2023-24.pdf
orion power meghnaghat ltd,Orion Power Meghnaghat Ltd.,rental,FY2024-25,0.0,0.0,Y,BPDB 2024-25.pdf
orion power rupsha ltd - khulna (105mw),Orion Power Rupsha Ltd. - Khulna (105MW),ipp,FY2019-20,186785520.0,3018423032.0,,BPDB 2020-21.pdf
orion power rupsha ltd - khulna (105mw),Orion Power Rupsha Ltd. - Khulna (105MW),ipp,FY2020-21,361167408.0,4586519321.0,Y,BPDB 2020-21.pdf
orion power rupsha ltd - khulna (105mw),Orion Power Rupsha Ltd. - Khulna (105MW),ipp,FY2021-22,540193296.0,9038681251.0,,BPDB 2022-23.pdf
orion power rupsha ltd - khulna (105mw),Orion Power Rupsha Ltd. - Khulna (105MW),ipp,FY2022-23,252984384.0,5258595419.0,Y,BPDB 2022-23.pdf
orion power rupsha ltd - khulna (105mw),Orion Power Rupsha Ltd. - Khulna (105MW),ipp,FY2023-24,189484112.0,4835955072.0,Y,BPDC 2023-24.pdf
orion power rupsha ltd - khulna (105mw),Orion Power Rupsha Ltd. - Khulna (105MW),ipp,FY2024-25,86818944.0,3518585003.0,Y,BPDB 2024-25.pdf
orion power sonargaon ltd,Orion Power Sonargaon Ltd.,ipp,FY2019-20,10829376.0,94757040.0,,BPDB 2020-21.pdf
orion power sonargaon ltd,Orion Power Sonargaon Ltd.,ipp,FY2020-21,451901664.0,5095211408.0,Y,BPDB 2020-21.pdf
orion power sonargaon ltd,Orion Power Sonargaon Ltd.,ipp,FY2021-22,638940480.0,8427320532.0,,BPDB 2022-23.pdf
orion power sonargaon ltd,Orion Power Sonargaon Ltd.,ipp,FY2022-23,343667904.0,8837355589.0,Y,BPDB 2022-23.pdf
orion power sonargaon ltd,Orion Power Sonargaon Ltd.,ipp,FY2023-24,234956640.0,5781335186.0,Y,BPDC 2023-24.pdf
orion power sonargaon ltd,Orion Power Sonargaon Ltd.,ipp,FY2024-25,133045920.0,4416967775.0,Y,BPDB 2024-25.pdf
paramount btrac energy ltd - sirajgonj,Paramount BTrac Energy Ltd. - Sirajgonj,ipp,FY2019-20,3756087.0,3546541105.0,,BPDB 2020-21.pdf
paramount btrac energy ltd - sirajgonj,Paramount BTrac Energy Ltd. - Sirajgonj,ipp,FY2020-21,21514556.0,3887016999.0,Y,BPDB 2020-21.pdf
paramount btrac energy ltd - sirajgonj,Paramount BTrac Energy Ltd. - Sirajgonj,ipp,FY2021-22,104571634.0,5791953269.0,,BPDB 2022-23.pdf
paramount btrac energy ltd - sirajgonj,Paramount BTrac Energy Ltd. - Sirajgonj,ipp,FY2022-23,146655047.0,8261692003.0,Y,BPDB 2022-23.pdf
paramount btrac energy ltd - sirajgonj,Paramount BTrac Energy Ltd. - Sirajgonj,ipp,FY2023-24,16971742.0,3641361431.0,Y,BPDC 2023-24.pdf
paramount btrac energy ltd - sirajgonj,Paramount BTrac Energy Ltd. - Sirajgonj,ipp,FY2024-25,0.0,23870000.0,Y,BPDB 2024-25.pdf
power grid corporation of india - 160mw,Power Grid Corporation of India - 160MW,india,FY2022-23,0.0,178806221.0,,BPDC 2023-24.pdf
power grid corporation of india - 160mw,Power Grid Corporation of India - 160MW,india,FY2023-24,0.0,188988351.0,Y,BPDC 2023-24.pdf
power grid corporation of india - 160mw,Power Grid Corporation of India - 160MW,india,FY2024-25,0.0,189542404.0,Y,BPDB 2024-25.pdf
"power grid corporation of india - 160mw - 178,806,221","Power Grid Corporation of India - 160MW - 178,806,221",india,FY2021-22,0.0,0.0,,BPDB 2022-23.pdf
"power grid corporation of india - 160mw - 178,806,221","Power Grid Corporation of India - 160MW - 178,806,221",india,FY2022-23,0.0,140021274.0,Y,BPDB 2022-23.pdf
"power grid corporation of india - 160mw - 179,663,490","Power Grid Corporation of India - 160MW - 179,663,490",india,FY2019-20,0.0,0.0,,BPDB 2020-21.pdf
"power grid corporation of india - 160mw - 179,663,490","Power Grid Corporation of India - 160MW - 179,663,490",india,FY2020-21,0.0,183742973.0,Y,BPDB 2020-21.pdf
power grid corporation of india - 250mw,Power Grid Corporation of India - 250MW,india,FY2022-23,0.0,1404138832.0,,BPDC 2023-24.pdf
power grid corporation of india - 250mw,Power Grid Corporation of India - 250MW,india,FY2023-24,0.0,1397311370.0,Y,BPDC 2023-24.pdf
power grid corporation of india - 250mw,Power Grid Corporation of India - 250MW,india,FY2024-25,0.0,1423004104.0,Y,BPDB 2024-25.pdf
"power grid corporation of india - 250mw - 1,404,138,832","Power Grid Corporation of India - 250MW - 1,404,138,832",india,FY2021-22,0.0,0.0,,BPDB 2022-23.pdf
"power grid corporation of india - 250mw - 1,404,138,832","Power Grid Corporation of India - 250MW - 1,404,138,832",india,FY2022-23,0.0,886126987.0,Y,BPDB 2022-23.pdf
"power grid corporation of india - 250mw - 993,616,464","Power Grid Corporation of India - 250MW - 993,616,464",india,FY2019-20,0.0,0.0,,BPDB 2020-21.pdf
"power grid corporation of india - 250mw - 993,616,464","Power Grid Corporation of India - 250MW - 993,616,464",india,FY2020-21,0.0,714415237.0,Y,BPDB 2020-21.pdf
power grid corporation of india 2nd circuit bohrampur,Power Grid Corporation of India 2nd Circuit Bohrampur,india,FY2022-23,0.0,0.0,,BPDC 2023-24.pdf
power grid corporation of india 2nd circuit bohrampur,Power Grid Corporation of India 2nd Circuit Bohrampur,india,FY2023-24,0.0,1118168316.0,Y,BPDC 2023-24.pdf
power grid corporation of india 2nd circuit bohrampur,Power Grid Corporation of India 2nd Circuit Bohrampur,india,FY2024-25,0.0,504512716.0,Y,BPDB 2024-25.pdf
power pac motiara - jamalpur,Power Pac Motiara - Jamalpur,ipp,FY2019-20,339610944.0,4114629696.0,,BPDB 2020-21.pdf
power pac motiara - jamalpur,Power Pac Motiara - Jamalpur,ipp,FY2020-21,289737408.0,3268082838.0,Y,BPDB 2020-21.pdf
power pac motiara - jamalpur,Power Pac Motiara - Jamalpur,ipp,FY2021-22,13945632.0,307097193.0,,BPDB 2022-23.pdf
power pac motiara - jamalpur,Power Pac Motiara - Jamalpur,ipp,FY2022-23,0.0,0.0,Y,BPDB 2022-23.pdf
power pac mutiara keranigonj,POWER PAC MUTIARA KERANIGONJ,rental,FY2019-20,52371672.0,1923586409.0,,BPDB 2020-21.pdf
power pac mutiara keranigonj,POWER PAC MUTIARA KERANIGONJ,rental,FY2020-21,217866024.0,1792998493.0,Y,BPDB 2020-21.pdf
power pac mutiara keranigonj,Power Pac Mutiara Keranigonj,rental,FY2021-22,91903200.0,2515217918.0,,BPDB 2022-23.pdf
power pac mutiara keranigonj,Power Pac Mutiara Keranigonj,rental,FY2022-23,7514208.0,154740873.0,Y,BPDB 2022-23.pdf
power pac mutiara keranigonj,Power Pac Mutiara Keranigonj,rental,FY2023-24,67901896.0,1477029228.0,Y,BPDC 2023-24.pdf
power pac mutiara keranigonj,Power Pac Mutiara Keranigonj,rental,FY2024-25,6319128.0,137805475.0,Y,BPDB 2024-25.pdf
precision energy ltd,PRECISION ENERGY LTD.,rental,FY2019-20,218732592.0,1106804428.0,,BPDB 2020-21.pdf
precision energy ltd,PRECISION ENERGY LTD.,rental,FY2020-21,208806744.0,1091909673.0,Y,BPDB 2020-21.pdf
precision energy ltd,Precision Energy Ltd.,rental,FY2021-22,276586308.0,1257886706.0,,BPDB 2022-23.pdf
precision energy ltd,Precision Energy Ltd.,rental,FY2022-23,183934248.0,1163995995.0,Y,BPDB 2022-23.pdf
precision energy ltd,Precision Energy Ltd.,rental,FY2023-24,138911164.0,830483476.0,Y,BPDC 2023-24.pdf
precision energy ltd,Precision Energy Ltd.,rental,FY2024-25,219908532.0,1422427289.0,Y,BPDB 2024-25.pdf
ptc india ltd 200 mw,PTC India Ltd. 200 MW,india,FY2021-22,454768420.0,3388272957.0,,BPDB 2022-23.pdf
ptc india ltd 200 mw,PTC India Ltd. 200 MW,india,FY2022-23,1686911076.0,15264635952.0,Y,BPDB 2022-23.pdf
ptc india ltd 200 mw,PTC India Ltd. 200 MW,india,FY2023-24,1672307432.0,15531695572.0,Y,BPDC 2023-24.pdf
ptc india ltd 200 mw,PTC India Ltd. 200 MW,india,FY2024-25,1618252287.0,16513244979.0,Y,BPDB 2024-25.pdf
"ptc india ltd 200 mw 1,023,539,479 6,950,960,102","PTC India Ltd. 200 MW 1,023,539,479 6,950,960,102",india,FY2019-20,902021075.0,0.0,,BPDB 2020-21.pdf
"ptc india ltd 200 mw 1,023,539,479 6,950,960,102","PTC India Ltd. 200 MW 1,023,539,479 6,950,960,102",india,FY2020-21,0.0,6199398155.0,Y,BPDB 2020-21.pdf
raj lanka power ltd,Raj Lanka Power Limited,ipp,FY2019-20,80771237.0,1391433185.0,,BPDB 2020-21.pdf
raj lanka power ltd,Raj Lanka Power Limited,ipp,FY2020-21,146308138.0,1806686667.0,Y,BPDB 2020-21.pdf
raj lanka power ltd,Raj Lanka Power Limited,ipp,FY2021-22,234706041.0,3656894613.0,,BPDB 2022-23.pdf
raj lanka power ltd,Raj Lanka Power Limited,ipp,FY2022-23,59674439.0,1556273840.0,Y,BPDB 2022-23.pdf
raj lanka power ltd,Raj Lanka Power Limited,ipp,FY2023-24,31609244.0,845439311.0,Y,BPDC 2023-24.pdf
raj lanka power ltd,Raj Lanka Power Limited,ipp,FY2024-25,16726958.0,605635946.0,Y,BPDB 2024-25.pdf
regent energy & power ltd,Regent Energy & Power Ltd.,ipp,FY2019-20,286323365.0,1361023355.0,,BPDB 2020-21.pdf
regent energy & power ltd,Regent Energy & Power Ltd.,ipp,FY2020-21,591450096.0,1726171586.0,Y,BPDB 2020-21.pdf
regent energy & power ltd,Regent Energy & Power Ltd.,ipp,FY2021-22,360724103.0,1472507201.0,,BPDB 2022-23.pdf
regent energy & power ltd,Regent Energy & Power Ltd.,ipp,FY2022-23,467745222.0,2159146231.0,Y,BPDB 2022-23.pdf
regent energy & power ltd,Regent Energy & Power Ltd.,ipp,FY2023-24,221413891.0,2045431191.0,Y,BPDC 2023-24.pdf
regent energy & power ltd,Regent Energy & Power Ltd.,ipp,FY2024-25,23931134.0,1269606818.0,Y,BPDB 2024-25.pdf
regent power ltd,Regent Power Ltd.,ipp,FY2019-20,156648285.0,459412619.0,,BPDB 2020-21.pdf
regent power ltd,Regent Power Ltd.,ipp,FY2020-21,157765152.0,463450991.0,Y,BPDB 2020-21.pdf
regent power ltd,Regent Power Ltd.,ipp,FY2021-22,147081880.0,453755759.0,,BPDB 2022-23.pdf
regent power ltd,Regent Power Ltd.,ipp,FY2022-23,70807466.0,436522485.0,Y,BPDB 2022-23.pdf
regent power ltd,Regent Power Ltd.,ipp,FY2023-24,83495391.0,556899472.0,Y,BPDC 2023-24.pdf
regent power ltd,Regent Power Ltd.,ipp,FY2024-25,0.0,0.0,Y,BPDB 2024-25.pdf
rpc ltd. mymensingh (210 mw),RPC LTD. Mymensingh (210 MW),ipp,FY2019-20,1289580768.0,4400973182.0,,BPDB 2020-21.pdf
rpc ltd. mymensingh (210 mw),RPC LTD. Mymensingh (210 MW),ipp,FY2020-21,1150056632.0,3840313302.0,Y,BPDB 2020-21.pdf
rpc ltd. mymensingh (210 mw),RPC LTD. Mymensingh (210 MW),ipp,FY2021-22,1106935572.0,4130993792.0,,BPDB 2022-23.pdf
rpc ltd. mymensingh (210 mw),RPC LTD. Mymensingh (210 MW),ipp,FY2022-23,699028425.0,3988275958.0,Y,BPDB 2022-23.pdf
rpc ltd. mymensingh (210 mw),RPC LTD. Mymensingh (210 MW),ipp,FY2023-24,590137884.0,6101347630.0,Y,BPDC 2023-24.pdf
rpc ltd. mymensingh (210 mw),RPC LTD. Mymensingh (210 MW),ipp,FY2024-25,243363322.0,4748536837.0,Y,BPDB 2024-25.pdf
rpcl - gazipur (105mw),RPCL - Gazipur (105MW),ipp,FY2019-20,287819928.0,4018991023.0,,BPDB 2020-21.pdf
rpcl - gazipur (105mw),RPCL - Gazipur (105MW),ipp,FY2020-21,372311616.0,4561729240.0,Y,BPDB 2020-21.pdf
rpcl - gazipur (105mw),RPCL - Gazipur (105MW),ipp,FY2021-22,535752588.0,8934646402.0,,BPDB 2022-23.pdf
rpcl - gazipur (105mw),RPCL - Gazipur (105MW),ipp,FY2022-23,582459089.0,12169426151.0,Y,BPDB 2022-23.pdf
rpcl - gazipur (105mw),RPCL - Gazipur (105MW),ipp,FY2023-24,270875985.0,6709884206.0,Y,BPDC 2023-24.pdf
rpcl - gazipur (105mw),RPCL - Gazipur (105MW),ipp,FY2024-25,283865836.0,6800857629.0,Y,BPDB 2024-25.pdf
rpcl 25mw rawjan,RPCL 25MW Rawjan,ipp,FY2019-20,33256526.0,721093405.0,,BPDB 2020-21.pdf
rpcl 25mw rawjan,RPCL 25MW Rawjan,ipp,FY2020-21,68409238.0,932009423.0,Y,BPDB 2020-21.pdf
rpcl 25mw rawjan,RPCL 25MW Rawjan,ipp,FY2021-22,80466131.0,1502164876.0,,BPDB 2022-23.pdf
rpcl 25mw rawjan,RPCL 25MW Rawjan,ipp,FY2022-23,131373257.0,2763389415.0,Y,BPDB 2022-23.pdf
rpcl 25mw rawjan,RPCL 25MW Rawjan,ipp,FY2023-24,54836673.0,1409739525.0,Y,BPDC 2023-24.pdf
rpcl 25mw rawjan,RPCL 25MW Rawjan,ipp,FY2024-25,28331722.0,901444966.0,Y,BPDB 2024-25.pdf
rpcl 52mw gazipur,RPCL 52MW Gazipur,ipp,FY2019-20,93961416.0,1608591025.0,,BPDB 2020-21.pdf
rpcl 52mw gazipur,RPCL 52MW Gazipur,ipp,FY2020-21,112666731.0,1794318893.0,Y,BPDB 2020-21.pdf
rpcl 52mw gazipur,RPCL 52MW Gazipur,ipp,FY2021-22,209417122.0,3793092964.0,,BPDB 2022-23.pdf
rpcl 52mw gazipur,RPCL 52MW Gazipur,ipp,FY2022-23,231599150.0,4928709185.0,Y,BPDB 2022-23.pdf
rpcl 52mw gazipur,RPCL 52MW Gazipur,ipp,FY2023-24,74134679.0,1962669472.0,Y,BPDC 2023-24.pdf
rpcl 52mw gazipur,RPCL 52MW Gazipur,ipp,FY2024-25,91939949.0,2459476176.0,Y,BPDB 2024-25.pdf
rpcl-norinco international power company ltd,RPCL-NORINCO International Power Company Ltd,ipp,FY2023-24,0.0,0.0,,BPDB 2024-25.pdf
rpcl-norinco international power company ltd,RPCL-NORINCO International Power Company Ltd,ipp,FY2024-25,705512246.0,5608177030.0,Y,BPDB 2024-25.pdf
sbu haripur,SBU HARIPUR,public,FY2022-23,0.0,0.0,,BPDC 2023-24.pdf
sbu haripur,SBU HARIPUR,public,FY2023-24,0.0,0.0,Y,BPDC 2023-24.pdf
sbu haripur,SBU HARIPUR,public,FY2024-25,0.0,0.0,Y,BPDB 2024-25.pdf
"sbu haripur (bpdb book costs) 20.00 0% (422,461) - - - -","Sbu Haripur (BPDB Book Costs) 20.00 0% (422,461) - - - -",rental,FY2019-20,0.0,0.0,,BPDB 2020-21.pdf
"sbu haripur (bpdb book costs) 20.00 0% (422,461) - - - -","Sbu Haripur (BPDB Book Costs) 20.00 0% (422,461) - - - -",rental,FY2020-21,90047286.0,90047286.0,Y,BPDB 2020-21.pdf
"sbu haripur - 247,733,903","SBU HARIPUR - 247,733,903",public,FY2019-20,0.0,0.0,,BPDB 2020-21.pdf
"sbu haripur - 247,733,903","SBU HARIPUR - 247,733,903",public,FY2020-21,0.0,278186638.0,Y,BPDB 2020-21.pdf
sembcorp nwpc ltd - sirajgonj (282mw),Sembcorp NWPC Ltd. - Sirajgonj (282MW),ipp,FY2019-20,3047637942.0,9193002080.0,,BPDB 2020-21.pdf
sembcorp nwpc ltd - sirajgonj (282mw),Sembcorp NWPC Ltd. - Sirajgonj (282MW),ipp,FY2020-21,2945236563.0,9029761730.0,Y,BPDB 2020-21.pdf
sembcorp nwpc ltd - sirajgonj (282mw),Sembcorp NWPC Ltd. - Sirajgonj (282MW),ipp,FY2021-22,2817383745.0,9132705810.0,,BPDB 2022-23.pdf
sembcorp nwpc ltd - sirajgonj (282mw),Sembcorp NWPC Ltd. - Sirajgonj (282MW),ipp,FY2022-23,2534088188.0,13091592017.0,Y,BPDB 2022-23.pdf
sembcorp nwpc ltd - sirajgonj (282mw),Sembcorp NWPC Ltd. - Sirajgonj (282MW),ipp,FY2023-24,2931577074.0,16884204103.0,Y,BPDC 2023-24.pdf
sembcorp nwpc ltd - sirajgonj (282mw),Sembcorp NWPC Ltd. - Sirajgonj (282MW),ipp,FY2024-25,2829495128.0,18926070643.0,Y,BPDB 2024-25.pdf
sembcrop energy india ltd 250mw,Sembcrop Energy India Ltd. 250MW,india,FY2019-20,1360269293.0,9008773219.0,,BPDB 2020-21.pdf
sembcrop energy india ltd 250mw,Sembcrop Energy India Ltd. 250MW,india,FY2020-21,1784173570.0,11905260924.0,Y,BPDB 2020-21.pdf
sembcrop energy india ltd 250mw,Sembcrop Energy India Ltd. 250MW,india,FY2021-22,1906341720.0,13839173137.0,,BPDB 2022-23.pdf
sembcrop energy india ltd 250mw,Sembcrop Energy India Ltd. 250MW,india,FY2022-23,1839003978.0,18294412374.0,Y,BPDB 2022-23.pdf
